업소 명	자치구 명	업종 명	업태 명	식품인증구분	식품인증 구분명	지도 Y좌표	지도 X좌표	전화번호	도로명상세주소	도로명주소코드	도로명주소	업소인증메뉴														
마포소금구이	마포구	일반음식점	한식	6	먹을만큼적당히	37.54184088	126.9404907	02-711-0292	278 1층동 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
마산아구찜	마포구	일반음식점	한식	6	먹을만큼적당히	37.54159233	126.9407262	02-719-0687	282 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
다가이순대국	마포구	일반음식점	한식	6	먹을만큼적당히	37.57732561	126.8940252	02-302-8135	67 (상암동 1층)	1.14404E+15	서울특별시 마포구 월드컵북로44길	밥														
놀부부대찌개	마포구	일반음식점	한식	6	먹을만큼적당히	37.57944137	126.8903225	02-2132-8787	396 (상암동누리꿈스퀘어 B1034호- B1036호)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
남원골	마포구	일반음식점	한식	6	먹을만큼적당히	37.57753113	126.8941245	02-713-8511	68 (상암동 1층 3호 일부)	1.14404E+15	서울특별시 마포구 월드컵북로44길	밥														
김박사손칼국수	마포구	일반음식점	한식	6	먹을만큼적당히	37.54040422	126.9432029	02-714-2245	307 (용강동)	1.14403E+15	서울특별시 마포구 토정로	밥														
광화문닭곰탕	마포구	일반음식점	한식	6	먹을만큼적당히	37.58010685	126.8889811	010-3723-6436	402 (상암동 KGIT센터 지하127호)	1.14403E+15	서울특별시 마포구 월드컵북로	밥														
갈빗대	마포구	일반음식점	한식	6	먹을만큼적당히	37.57764585	126.8934451	02-306-2324	79 (상암동 1층)	1.14404E+15	서울특별시 마포구 월드컵북로44길	밥														
소문난식당	성동구	일반음식점	한식	6	먹을만큼적당히	37.56436111	127.0543568	02-2248-1714	18 (용답동)	1.12004E+15	서울특별시 성동구 용답29길															
양평해장국	성동구	일반음식점	한식	6	먹을만큼적당히	37.5635257	127.0527807	02-2248-4466	18 지상1층 (용답동)	1.12004E+15	서울특별시 성동구 용답19길															
차이나플레인	성동구	일반음식점	중국식	6	먹을만큼적당히	37.54469292	127.0569361	02-2205-2477	113 (성수동2가)	1.12003E+15	서울특별시 성동구 아차산로															
이북집찹쌀순대	성동구	일반음식점	한식	6	먹을만큼적당히	37.54344588	127.0570438	02-464-2270	96 (성수동2가)	1.12003E+15	서울특별시 성동구 성수이로															
친환경 약선채소 샤브샤브 채미가 해물찜탕 전문점	성동구	일반음식점	한식	6	먹을만큼적당히	37.5451754	127.0578553	02-3409-2533	118 (성수동2가(105호))	1.12003E+15	서울특별시 성동구 성수이로															
현미건강식당	성동구	일반음식점	한식	6	먹을만큼적당히	37.5452526	127.054687	02-463-0406	93 (성수동2가 성수2가 300-66 지상4층)	1.12003E+15	서울특별시 성동구 아차산로															
심가네 한우고집	성동구	일반음식점	한식	6	먹을만큼적당히	0	0	02-2281-1214	7 123층 (마장동 797-90)	1.12004E+15	서울특별시 성동구 마조로19길															
마장설렁탕	성동구	일반음식점	한식	6	먹을만큼적당히	37.56626897	127.0422243	02-2292-8388	14	1.12004E+12	서울특별시 성동구 마장로39가길															
옛고을	성동구	일반음식점	한식	6	먹을만큼적당히	37.55672416	127.0357181	02-2292-4557	36 (행당동(지상1층))	1.12004E+15	서울특별시 성동구 고산자로6가길															
쌈촌샤브샤브행당점	성동구	일반음식점	한식	6	먹을만큼적당히	37.55656749	127.0287465	02-2298-5255	84 지상1층 (행당동 한진종합상가)	1.12003E+15	서울특별시 성동구 행당로															
한양각	성동구	일반음식점	중국식	6	먹을만큼적당히	37.5587084	127.040554	02-2293-2307	9 (행당동)	1.12003E+15	서울특별시 성동구 마조로															
만두전빵	성동구	일반음식점	한식	6	먹을만큼적당히	37.55833984	127.0319161	02-2292-6882	2-1 (행당동)	1.12004E+15	서울특별시 성동구 행당로15길															
일품백송칼국수	성동구	일반음식점	한식	6	먹을만큼적당히	37.56031033	127.0350498	02-466-2090	1-1 (행당동지상1층( 성동문화원2길 30 ))	1.12004E+15	서울특별시 성동구 고산자로12길															
이가갈비	성동구	일반음식점	한식	6	먹을만큼적당히	37.56005976	127.0409351	02-2298-8878	25 (행당동)	1.12003E+15	서울특별시 성동구 마조로															
밥줘술줘보쌈왕족발	성동구	일반음식점	한식	6	먹을만큼적당히	37.56049975	127.0400661	02-2293-9392	11 (행당동(지상1층))	1.12004E+15	서울특별시 성동구 마조로1가길															
황금두부	성동구	일반음식점	한식	6	먹을만큼적당히	37.54796663	127.0196178	02-2292-2440	12-1 지하1층 (금호동4가)	1.12004E+15	서울특별시 성동구 독서당로47길															
순천만	성동구	일반음식점	한식	6	먹을만큼적당히	37.5555269	127.0244817	02-2295-8837	35 (금호동1가외4필지지상2층(논골길63))	1.12003E+15	서울특별시 성동구 난계로															
곤드레쌈밥집(금호점)	성동구	일반음식점	한식	6	먹을만큼적당히	37.55481409	127.0203348	02-792-2986	1 2층 (금호동1가 125-1)	1.12003E+15	서울특별시 성동구 행당로															
원조설렁탕	성동구	일반음식점	한식	6	먹을만큼적당히	37.5657702	127.0356002	02-2298-0008	228-23 지상1층 (홍익동 123-6)	1.12003E+15	서울특별시 성동구 마장로															
달인의 족발	성동구	일반음식점	한식	6	먹을만큼적당히	37.56321551	127.0337925	02-2295-4000	37 (도선동)	1.12004E+15	서울특별시 성동구 무학로2길															
담쟁이	성동구	일반음식점	한식	6	먹을만큼적당히	37.56300608	127.0351552	02-2282-5264	11-1 (도선동(1층))	1.12004E+15	서울특별시 성동구 왕십리로20길															
효소애	성동구	일반음식점	한식	6	먹을만큼적당히	37.56295621	127.033136	02-2299-3487	332 지상2층 (도선동 256-5)	1.12003E+15	서울특별시 성동구 왕십리로															
마장동명품부대찌개	성동구	일반음식점	한식	6	먹을만큼적당히	37.56635493	127.0437184	02-2293-0010	308 지상1층 (마장동 782-2)	1.12003E+15	서울특별시 성동구 마장로	밥반공기														
삼겹살앤낙지	성동구	일반음식점	한식	6	먹을만큼적당히	37.56643353	127.0349531	02-2297-9073	2 (마장동)	1.12004E+15	서울특별시 성동구 마장로27길	밥반공기														
전원 오리구이 생삼겹살	성동구	일반음식점	한식	6	먹을만큼적당히	37.56226777	127.0334028	02-2295-5292	323 (행당동)	1.12003E+15	서울특별시 성동구 왕십리로	밥반공기														
왕십리참나무장작구이	성동구	일반음식점	한식	6	먹을만큼적당히	37.56206957	127.0333348	02-2293-5579	11 (행당동(1층))	1.12004E+15	서울특별시 성동구 무학봉28길	밥반공기														
한양정	성동구	일반음식점	한식	6	먹을만큼적당히	37.560258	127.0408763	02-2299-1711	27 (행당동37)	1.12003E+15	서울특별시 성동구 마조로	밥반공기														
정원식당	성동구	일반음식점	한식	6	먹을만큼적당히	37.56606249	127.0343643	02-2291-8922	220-5 (홍익동)	1.12003E+15	서울특별시 성동구 마장로	밥반공기														
소대식당	성동구	일반음식점	한식	6	먹을만큼적당히	37.56659982	127.0331964	02-2291-8897	211 (홍익동)	1.12003E+15	서울특별시 성동구 마장로	밥반공기														
다원수산	성동구	일반음식점	생선회	6	먹을만큼적당히	37.56644521	127.0318788	02-2295-1645	200 (홍익동)	1.12003E+15	서울특별시 성동구 마장로	밥반공기														
동막골	성동구	일반음식점	한식	6	먹을만큼적당히	37.56482224	127.0359755	02-2291-5789	281 (홍익동(2층))	1.12003E+15	서울특별시 성동구 고산자로	밥반공기														
우래식당	성동구	일반음식점	한식	6	먹을만큼적당히	37.56482224	127.0359755	02-2298-6290	281 (홍익동)	1.12003E+15	서울특별시 성동구 고산자로	밥반공기														
구가네씨암탉	성동구	일반음식점	한식	6	먹을만큼적당히	37.56545657	127.0358898	02-2296-5688	14-1 (홍익동(1층))	1.12004E+15	서울특별시 성동구 마장로26길	밥반공기														
우리네집	성동구	일반음식점	호프(소주방)	6	먹을만큼적당히	37.56277916	127.0347159	02-2298-7598	8 (도선동(지상1층))	1.12004E+15	서울특별시 성동구 왕십리로22길	밥반공기														
마산아구찜	성동구	일반음식점	한식	6	먹을만큼적당히	37.56511532	127.0319688	02-2298-0785	18 지상1층 (도선동 329-9)	1.12004E+15	서울특별시 성동구 무학로6길	밥반공기														
항아리석갈비	성동구	일반음식점	한식	6	먹을만큼적당히	37.5639829	127.0346712	02-2281-3517	8 지하1층 (도선동 107)	1.12004E+15	서울특별시 성동구 왕십리로24나길	밥반공기														
훈희네곱창	성동구	일반음식점	한식	6	먹을만큼적당히	37.57025665	127.037264	02-2298-9192	79 (마장동)	1.12004E+15	서울특별시 성동구 청계천로10나길	밥반공기														
개성으뜸순대	성동구	일반음식점	한식	6	먹을만큼적당히	37.5602049	127.0380196	02-2281-8088	 280(행당동)	1.12003E+15	서울특별시 성동구 왕십리로	밥반공기														
유래회관	성동구	일반음식점	한식	6	먹을만큼적당히	37.5664381	127.0315347	02-2293-8866	196 (홍익동지상23층)	1.12003E+15	서울특별시 성동구 마장로	밥반공기														
꽃담꽃쌈	성동구	일반음식점	한식	6	먹을만큼적당히	37.56491209	127.0367996	02-2295-0360	284 (행당동성동샤르망 205206호)	1.12003E+15	서울특별시 성동구 고산자로	밥반공기 국														
서윤착한낙지	성동구	일반음식점	한식	6	먹을만큼적당히	37.56615699	127.0519223	02-2213-4024	13 (용답동)	1.12004E+15	서울특별시 성동구 용답중앙11길	밥반공기 국														
한우고향	성동구	일반음식점	한식	6	먹을만큼적당히	37.56679072	127.044502	02-2281-6482	1 (마장동(지상1층))	1.12004E+15	서울특별시 성동구 마장로42길	밥반공기														
마장갈비	성동구	일반음식점	한식	6	먹을만큼적당히	37.56548321	127.0425	02-2292-8588	292-1 (마장동 마장동 792 지상1층)	1.12003E+15	서울특별시 성동구 마장로	밥반공기														
미성 숯불갈비	성동구	일반음식점	한식	6	먹을만큼적당히	37.57032488	127.0380248	02-2292-1396	346 (마장동)	1.12003E+15	서울특별시 성동구 고산자로	밥반공기 국														
금강복요리전문점	성동구	일반음식점	복어취급	6	먹을만큼적당히	37.54542738	127.0653421	02-462-6700	143 (성수동2가성수1차대우A121123124호)	1.12003E+15	서울특별시 성동구 동일로	밥반공기 국														
조기천양고기성수점	성동구	일반음식점	한식	6	먹을만큼적당히	37.54773576	127.0546616	02-900-1119	33 (성수동2가지상1층)	1.12004E+15	서울특별시 성동구 성수일로12길	밥반공기														
김명자굴국밥전문점	성동구	일반음식점	한식	6	먹을만큼적당히	37.54514332	127.0571266	02-3409-2553	113 (성수동2가제강빌딩(지하1층))	1.12003E+15	서울특별시 성동구 성수이로	밥반공기														
형제갈비	성동구	일반음식점	한식	6	먹을만큼적당히	37.53773244	127.0516084	02-468-5509	72-6 (성수동2가(1층))	1.12004E+15	서울특별시 성동구 성덕정길	밥반공기 국														
해궁수라(씨팰리스)	성동구	일반음식점	한식	6	먹을만큼적당히	37.54517947	127.0568958	02-465-1900	59 (성수동2가(지상1층))	1.12004E+15	서울특별시 성동구 성수일로8길	밥반공기														
늘봄갈비	성동구	일반음식점	한식	6	먹을만큼적당히	37.54700847	127.0443635	02-497-0301	12 (성수동1가)	1.12004E+15	서울특별시 성동구 왕십리로5길	밥반공기 국														
옛골토성 왕십리점	성동구	일반음식점	한식	6	먹을만큼적당히	37.55861287	127.0349992	02-2282-5292	8 (행당동(지상1층))	1.12004E+15	서울특별시 성동구 고산자로10길	밥반공기 국														
황금가든	성동구	일반음식점	한식	6	먹을만큼적당히	37.55721216	127.0304987	02-2298-7887	8-1 (행당동행당두산위브상가B동지상1층)	1.12004E+15	서울특별시 성동구 행당로8길	밥반공기														
의정부식부대찌개(강스)	성동구	일반음식점	한식	6	먹을만큼적당히	37.5579978	127.0306122	02-2299-4355	105 (행당동)	1.12003E+15	서울특별시 성동구 행당로	밥반공기														
고향산천 궁중전골 묵은지삽겹살	성동구	일반음식점	한식	6	먹을만큼적당히	37.56244404	127.0345573	02-2294-1522	46 (도선동67-1(지상1층))	1.12004E+15	서울특별시 성동구 무학로2길	밥반공기 국														
친구친구	성동구	일반음식점	한식	6	먹을만큼적당히	37.56459548	127.0350246	02-2298-7959	50 (도선동삼성쉐르빌101동237-3호지상2층)	1.12004E+15	서울특별시 성동구 무학로6길	밥반공기 국														
달구지	성동구	일반음식점	한식	6	먹을만큼적당히	37.56395402	127.0348387		10 지1층 101호 (도선동 트윈빌)	1.12004E+15	서울특별시 성동구 왕십리로24나길	밥반공기														
암소집	성동구	일반음식점	한식	6	먹을만큼적당히	37.56357536	127.035649	02-2296-0845	 왕십리로20길 20-1	1.12004E+12	서울특별시 성동구 	밥반공기 국														
신천찌개	송파구	일반음식점	한식	6	먹을만큼적당히	37.50971676	127.0855883	02-420-7502	74 (잠실동)	1.17103E+15	서울특별시 송파구 석촌호수로															
